ranks,ballotID,rank1,rank2,rank3
"['RAFAEL MANDELMAN', 'SCOTT WIENER', 'REBECCA PROZAN']",1,RAFAEL MANDELMAN,SCOTT WIENER,REBECCA PROZAN
"['RAFAEL MANDELMAN', 'REBECCA PROZAN', 'skipped']",2,RAFAEL MANDELMAN,REBECCA PROZAN,skipped
"['SCOTT WIENER', 'REBECCA PROZAN', 'SCOTT WIENER']",3,SCOTT WIENER,REBECCA PROZAN,SCOTT WIENER
"['REBECCA PROZAN', 'BILL HEMENGER', 'RAFAEL MANDELMAN']",4,REBECCA PROZAN,BILL HEMENGER,RAFAEL MANDELMAN
"['RAFAEL MANDELMAN', 'REBECCA PROZAN', 'skipped']",5,RAFAEL MANDELMAN,REBECCA PROZAN,skipped
"['REBECCA PROZAN', 'SCOTT WIENER', 'SCOTT WIENER']",6,REBECCA PROZAN,SCOTT WIENER,SCOTT WIENER
"['SCOTT WIENER', 'SCOTT WIENER', 'SCOTT WIENER']",7,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER
"['RAFAEL MANDELMAN', 'BILL HEMENGER', 'RAFAEL MANDELMAN']",8,RAFAEL MANDELMAN,BILL HEMENGER,RAFAEL MANDELMAN
"['RAFAEL MANDELMAN', 'RAFAEL MANDELMAN', 'RAFAEL MANDELMAN']",9,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN
"['skipped', 'skipped', 'skipped']",10,skipped,skipped,skipped
"['REBECCA PROZAN', 'SCOTT WIENER', 'skipped']",11,REBECCA PROZAN,SCOTT WIENER,skipped
"['RAFAEL MANDELMAN', 'SCOTT WIENER', 'REBECCA PROZAN']",12,RAFAEL MANDELMAN,SCOTT WIENER,REBECCA PROZAN
"['SCOTT WIENER', 'skipped', 'skipped']",13,SCOTT WIENER,skipped,skipped
"['SCOTT WIENER', 'REBECCA PROZAN', 'skipped']",14,SCOTT WIENER,REBECCA PROZAN,skipped
"['SCOTT WIENER', 'REBECCA PROZAN', 'skipped']",15,SCOTT WIENER,REBECCA PROZAN,skipped
