ranks,ballotID,rank1,rank2,rank3
"['SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER', 'NINA SENN']",1,SALEEM SHAKIR-GILMORE,CHERI SPIGNER,NINA SENN
"['NINA SENN', 'KARL DEBRO', 'skipped']",2,NINA SENN,KARL DEBRO,skipped
"['SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER', 'NINA SENN']",3,SALEEM SHAKIR-GILMORE,CHERI SPIGNER,NINA SENN
"['NINA SENN', 'CHERI SPIGNER', 'skipped']",4,NINA SENN,CHERI SPIGNER,skipped
"['NINA SENN', 'SALEEM SHAKIR-GILMORE', 'KARL DEBRO']",5,NINA SENN,SALEEM SHAKIR-GILMORE,KARL DEBRO
"['NINA SENN', 'skipped', 'skipped']",6,NINA SENN,skipped,skipped
"['KARL DEBRO', 'SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER']",7,KARL DEBRO,SALEEM SHAKIR-GILMORE,CHERI SPIGNER
"['NINA SENN', 'KARL DEBRO', 'CHERI SPIGNER']",8,NINA SENN,KARL DEBRO,CHERI SPIGNER
"['CHERI SPIGNER', 'KARL DEBRO', 'SALEEM SHAKIR-GILMORE']",9,CHERI SPIGNER,KARL DEBRO,SALEEM SHAKIR-GILMORE
"['skipped', 'skipped', 'skipped']",10,skipped,skipped,skipped
"['KARL DEBRO', 'NINA SENN', 'CHERI SPIGNER']",11,KARL DEBRO,NINA SENN,CHERI SPIGNER
"['NINA SENN', 'NINA SENN', 'NINA SENN']",12,NINA SENN,NINA SENN,NINA SENN
"['skipped', 'skipped', 'skipped']",13,skipped,skipped,skipped
"['SALEEM SHAKIR-GILMORE', 'KARL DEBRO', 'CHERI SPIGNER']",14,SALEEM SHAKIR-GILMORE,KARL DEBRO,CHERI SPIGNER
"['NINA SENN', 'KARL DEBRO', 'CHERI SPIGNER']",15,NINA SENN,KARL DEBRO,CHERI SPIGNER
"['NINA SENN', 'SALEEM SHAKIR-GILMORE', 'skipped']",16,NINA SENN,SALEEM SHAKIR-GILMORE,skipped
"['NINA SENN', 'CHERI SPIGNER', 'KARL DEBRO']",17,NINA SENN,CHERI SPIGNER,KARL DEBRO
"['KARL DEBRO', 'SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER']",18,KARL DEBRO,SALEEM SHAKIR-GILMORE,CHERI SPIGNER
"['skipped', 'skipped', 'skipped']",19,skipped,skipped,skipped
"['KARL DEBRO', 'CHERI SPIGNER', 'NINA SENN']",20,KARL DEBRO,CHERI SPIGNER,NINA SENN
"['CHERI SPIGNER', 'NINA SENN', 'SALEEM SHAKIR-GILMORE']",21,CHERI SPIGNER,NINA SENN,SALEEM SHAKIR-GILMORE
"['SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER', 'skipped']",22,SALEEM SHAKIR-GILMORE,CHERI SPIGNER,skipped
"['skipped', 'skipped', 'skipped']",23,skipped,skipped,skipped
"['SALEEM SHAKIR-GILMORE', 'NINA SENN', 'KARL DEBRO']",24,SALEEM SHAKIR-GILMORE,NINA SENN,KARL DEBRO
"['skipped', 'skipped', 'skipped']",25,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",26,skipped,skipped,skipped
"['NINA SENN', 'KARL DEBRO', 'SALEEM SHAKIR-GILMORE']",27,NINA SENN,KARL DEBRO,SALEEM SHAKIR-GILMORE
"['NINA SENN', 'SALEEM SHAKIR-GILMORE', 'skipped']",28,NINA SENN,SALEEM SHAKIR-GILMORE,skipped
"['skipped', 'skipped', 'skipped']",29,skipped,skipped,skipped
"['NINA SENN', 'skipped', 'skipped']",30,NINA SENN,skipped,skipped
"['SALEEM SHAKIR-GILMORE', 'NINA SENN', 'KARL DEBRO']",31,SALEEM SHAKIR-GILMORE,NINA SENN,KARL DEBRO
"['KARL DEBRO', 'NINA SENN', 'skipped']",32,KARL DEBRO,NINA SENN,skipped
"['CHERI SPIGNER', 'KARL DEBRO', 'SALEEM SHAKIR-GILMORE']",33,CHERI SPIGNER,KARL DEBRO,SALEEM SHAKIR-GILMORE
"['skipped', 'skipped', 'skipped']",34,skipped,skipped,skipped
"['NINA SENN', 'SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER']",35,NINA SENN,SALEEM SHAKIR-GILMORE,CHERI SPIGNER
"['NINA SENN', 'KARL DEBRO', 'SALEEM SHAKIR-GILMORE']",36,NINA SENN,KARL DEBRO,SALEEM SHAKIR-GILMORE
"['KARL DEBRO', 'CHERI SPIGNER', 'NINA SENN']",37,KARL DEBRO,CHERI SPIGNER,NINA SENN
"['SALEEM SHAKIR-GILMORE', 'NINA SENN', 'skipped']",38,SALEEM SHAKIR-GILMORE,NINA SENN,skipped
"['skipped', 'skipped', 'skipped']",39,skipped,skipped,skipped
"['SALEEM SHAKIR-GILMORE', 'KARL DEBRO', 'NINA SENN']",40,SALEEM SHAKIR-GILMORE,KARL DEBRO,NINA SENN
"['KARL DEBRO', 'CHERI SPIGNER', 'NINA SENN']",41,KARL DEBRO,CHERI SPIGNER,NINA SENN
"['skipped', 'skipped', 'skipped']",42,skipped,skipped,skipped
"['NINA SENN', 'skipped', 'skipped']",43,NINA SENN,skipped,skipped
"['CHERI SPIGNER', 'skipped', 'skipped']",44,CHERI SPIGNER,skipped,skipped
"['KARL DEBRO', 'skipped', 'skipped']",45,KARL DEBRO,skipped,skipped
"['NINA SENN', 'NINA SENN', 'SALEEM SHAKIR-GILMORE']",46,NINA SENN,NINA SENN,SALEEM SHAKIR-GILMORE
"['SALEEM SHAKIR-GILMORE', 'NINA SENN', 'KARL DEBRO']",47,SALEEM SHAKIR-GILMORE,NINA SENN,KARL DEBRO
"['skipped', 'skipped', 'skipped']",48,skipped,skipped,skipped
"['KARL DEBRO', 'SALEEM SHAKIR-GILMORE', 'NINA SENN']",49,KARL DEBRO,SALEEM SHAKIR-GILMORE,NINA SENN
"['NINA SENN', 'KARL DEBRO', 'CHERI SPIGNER']",50,NINA SENN,KARL DEBRO,CHERI SPIGNER
"['SALEEM SHAKIR-GILMORE', 'CHERI SPIGNER', 'skipped']",51,SALEEM SHAKIR-GILMORE,CHERI SPIGNER,skipped
"['KARL DEBRO', 'skipped', 'skipped']",52,KARL DEBRO,skipped,skipped
"['CHERI SPIGNER', 'CHERI SPIGNER', 'CHERI SPIGNER']",53,CHERI SPIGNER,CHERI SPIGNER,CHERI SPIGNER
"['CHERI SPIGNER', 'KARL DEBRO', 'NINA SENN']",54,CHERI SPIGNER,KARL DEBRO,NINA SENN
"['NINA SENN', 'CHERI SPIGNER', 'SALEEM SHAKIR-GILMORE']",55,NINA SENN,CHERI SPIGNER,SALEEM SHAKIR-GILMORE
"['skipped', 'skipped', 'skipped']",56,skipped,skipped,skipped
"['NINA SENN', 'SALEEM SHAKIR-GILMORE', 'skipped']",57,NINA SENN,SALEEM SHAKIR-GILMORE,skipped
