ranks,ballotID,rank1,rank2,rank3
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",1,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",2,GARY D. YEE,BENJAMIN VISNICK,skipped
"['BENJAMIN VISNICK', 'skipped', 'skipped']",3,BENJAMIN VISNICK,skipped,skipped
"['BENJAMIN VISNICK', 'GARY D. YEE', 'writein']",4,BENJAMIN VISNICK,GARY D. YEE,writein
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",5,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'skipped', 'skipped']",6,GARY D. YEE,skipped,skipped
"['skipped', 'skipped', 'skipped']",7,skipped,skipped,skipped
"['GARY D. YEE', 'skipped', 'skipped']",8,GARY D. YEE,skipped,skipped
"['GARY D. YEE', 'skipped', 'skipped']",9,GARY D. YEE,skipped,skipped
"['BENJAMIN VISNICK', 'skipped', 'skipped']",10,BENJAMIN VISNICK,skipped,skipped
"['BENJAMIN VISNICK', 'BENJAMIN VISNICK', 'BENJAMIN VISNICK']",11,BENJAMIN VISNICK,BENJAMIN VISNICK,BENJAMIN VISNICK
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",12,GARY D. YEE,BENJAMIN VISNICK,skipped
"['BENJAMIN VISNICK', 'GARY D. YEE', 'skipped']",13,BENJAMIN VISNICK,GARY D. YEE,skipped
"['GARY D. YEE', 'skipped', 'skipped']",14,GARY D. YEE,skipped,skipped
"['GARY D. YEE', 'skipped', 'skipped']",15,GARY D. YEE,skipped,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",16,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'skipped', 'skipped']",17,GARY D. YEE,skipped,skipped
"['GARY D. YEE', 'skipped', 'skipped']",18,GARY D. YEE,skipped,skipped
"['GARY D. YEE', 'skipped', 'skipped']",19,GARY D. YEE,skipped,skipped
"['skipped', 'skipped', 'skipped']",20,skipped,skipped,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",21,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",22,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",23,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'skipped']",24,GARY D. YEE,BENJAMIN VISNICK,skipped
"['GARY D. YEE', 'skipped', 'skipped']",25,GARY D. YEE,skipped,skipped
"['GARY D. YEE', 'BENJAMIN VISNICK', 'writein']",26,GARY D. YEE,BENJAMIN VISNICK,writein
"['skipped', 'skipped', 'skipped']",27,skipped,skipped,skipped
"['BENJAMIN VISNICK', 'skipped', 'skipped']",28,BENJAMIN VISNICK,skipped,skipped
"['GARY D. YEE', 'skipped', 'skipped']",29,GARY D. YEE,skipped,skipped
