ranks,ballotID,rank1,rank2,rank3
"['JIM NOVOSEL', 'ERIC PANZER', 'BERNT RAINER WAHL']",1,JIM NOVOSEL,ERIC PANZER,BERNT RAINER WAHL
"['JESSE ARREGUIN', 'JIM NOVOSEL', 'ERIC PANZER']",2,JESSE ARREGUIN,JIM NOVOSEL,ERIC PANZER
"['JESSE ARREGUIN', 'JIM NOVOSEL', 'BERNT RAINER WAHL']",3,JESSE ARREGUIN,JIM NOVOSEL,BERNT RAINER WAHL
"['JIM NOVOSEL', 'JESSE ARREGUIN', 'ERIC PANZER']",4,JIM NOVOSEL,JESSE ARREGUIN,ERIC PANZER
"['JESSE ARREGUIN', 'skipped', 'skipped']",5,JESSE ARREGUIN,skipped,skipped
"['JIM NOVOSEL', 'skipped', 'skipped']",6,JIM NOVOSEL,skipped,skipped
"['ERIC PANZER', 'skipped', 'skipped']",7,ERIC PANZER,skipped,skipped
"['ERIC PANZER', 'skipped', 'skipped']",8,ERIC PANZER,skipped,skipped
"['JESSE ARREGUIN', 'JIM NOVOSEL', 'ERIC PANZER']",9,JESSE ARREGUIN,JIM NOVOSEL,ERIC PANZER
"['JESSE ARREGUIN', 'JIM NOVOSEL', 'BERNT RAINER WAHL']",10,JESSE ARREGUIN,JIM NOVOSEL,BERNT RAINER WAHL
"['JIM NOVOSEL', 'BERNT RAINER WAHL', 'JESSE ARREGUIN']",11,JIM NOVOSEL,BERNT RAINER WAHL,JESSE ARREGUIN
"['JESSE ARREGUIN', 'BERNT RAINER WAHL', 'ERIC PANZER']",12,JESSE ARREGUIN,BERNT RAINER WAHL,ERIC PANZER
"['JIM NOVOSEL', 'BERNT RAINER WAHL', 'JESSE ARREGUIN']",13,JIM NOVOSEL,BERNT RAINER WAHL,JESSE ARREGUIN
"['JIM NOVOSEL', 'JESSE ARREGUIN', 'skipped']",14,JIM NOVOSEL,JESSE ARREGUIN,skipped
"['JESSE ARREGUIN', 'BERNT RAINER WAHL', 'ERIC PANZER']",15,JESSE ARREGUIN,BERNT RAINER WAHL,ERIC PANZER
"['BERNT RAINER WAHL', 'ERIC PANZER', 'JESSE ARREGUIN']",16,BERNT RAINER WAHL,ERIC PANZER,JESSE ARREGUIN
"['JIM NOVOSEL', 'skipped', 'skipped']",17,JIM NOVOSEL,skipped,skipped
"['JESSE ARREGUIN', 'BERNT RAINER WAHL', 'ERIC PANZER']",18,JESSE ARREGUIN,BERNT RAINER WAHL,ERIC PANZER
"['JESSE ARREGUIN', 'JIM NOVOSEL', 'ERIC PANZER']",19,JESSE ARREGUIN,JIM NOVOSEL,ERIC PANZER
"['JESSE ARREGUIN', 'skipped', 'skipped']",20,JESSE ARREGUIN,skipped,skipped
