ranks,ballotID,rank1,rank2,rank3
"['HUBER TRENADO', 'skipped', 'skipped']",1,HUBER TRENADO,skipped,skipped
"['MIKE HUTCHINSON', 'skipped', 'skipped']",2,MIKE HUTCHINSON,skipped,skipped
"['MIKE HUTCHINSON', 'ROSIE TORRES', 'HUBER TRENADO']",3,MIKE HUTCHINSON,ROSIE TORRES,HUBER TRENADO
"['ROSIE TORRES', 'HUBER TRENADO', 'MIKE HASSID']",4,ROSIE TORRES,HUBER TRENADO,MIKE HASSID
"['skipped', 'skipped', 'skipped']",5,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped']",6,skipped,skipped,skipped
"['HUBER TRENADO', 'ROSIE TORRES', 'MIKE HASSID']",7,HUBER TRENADO,ROSIE TORRES,MIKE HASSID
"['MIKE HUTCHINSON', 'skipped', 'skipped']",8,MIKE HUTCHINSON,skipped,skipped
"['MIKE HASSID', 'HUBER TRENADO', 'MIKE HUTCHINSON']",9,MIKE HASSID,HUBER TRENADO,MIKE HUTCHINSON
"['HUBER TRENADO', 'ROSIE TORRES', 'MIKE HASSID']",10,HUBER TRENADO,ROSIE TORRES,MIKE HASSID
"['HUBER TRENADO', 'MIKE HASSID', 'ROSIE TORRES']",11,HUBER TRENADO,MIKE HASSID,ROSIE TORRES
"['MIKE HASSID', 'HUBER TRENADO', 'MIKE HASSID']",12,MIKE HASSID,HUBER TRENADO,MIKE HASSID
"['ROSIE TORRES', 'MIKE HASSID', 'HUBER TRENADO']",13,ROSIE TORRES,MIKE HASSID,HUBER TRENADO
"['HUBER TRENADO', 'MIKE HASSID', 'ROSIE TORRES']",14,HUBER TRENADO,MIKE HASSID,ROSIE TORRES
"['HUBER TRENADO', 'MIKE HUTCHINSON', 'ROSIE TORRES']",15,HUBER TRENADO,MIKE HUTCHINSON,ROSIE TORRES
"['MIKE HASSID', 'HUBER TRENADO', 'ROSIE TORRES']",16,MIKE HASSID,HUBER TRENADO,ROSIE TORRES
"['ROSIE TORRES', 'HUBER TRENADO', 'MIKE HASSID']",17,ROSIE TORRES,HUBER TRENADO,MIKE HASSID
"['MIKE HASSID', 'HUBER TRENADO', 'MIKE HASSID']",18,MIKE HASSID,HUBER TRENADO,MIKE HASSID
"['MIKE HUTCHINSON', 'MIKE HUTCHINSON', 'ROSIE TORRES']",19,MIKE HUTCHINSON,MIKE HUTCHINSON,ROSIE TORRES
"['MIKE HASSID', 'HUBER TRENADO', 'ROSIE TORRES']",20,MIKE HASSID,HUBER TRENADO,ROSIE TORRES
"['ROSIE TORRES', 'MIKE HUTCHINSON', 'skipped']",21,ROSIE TORRES,MIKE HUTCHINSON,skipped
"['ROSIE TORRES', 'MIKE HUTCHINSON', 'HUBER TRENADO']",22,ROSIE TORRES,MIKE HUTCHINSON,HUBER TRENADO
"['HUBER TRENADO', 'HUBER TRENADO', 'HUBER TRENADO']",23,HUBER TRENADO,HUBER TRENADO,HUBER TRENADO
"['ROSIE TORRES', 'HUBER TRENADO', 'skipped']",24,ROSIE TORRES,HUBER TRENADO,skipped
"['HUBER TRENADO', 'MIKE HASSID', 'skipped']",25,HUBER TRENADO,MIKE HASSID,skipped
"['MIKE HASSID', 'HUBER TRENADO', 'MIKE HUTCHINSON']",26,MIKE HASSID,HUBER TRENADO,MIKE HUTCHINSON
"['ROSIE TORRES', 'skipped', 'skipped']",27,ROSIE TORRES,skipped,skipped
"['HUBER TRENADO', 'skipped', 'skipped']",28,HUBER TRENADO,skipped,skipped
"['HUBER TRENADO', 'skipped', 'skipped']",29,HUBER TRENADO,skipped,skipped
"['ROSIE TORRES', 'HUBER TRENADO', 'MIKE HASSID']",30,ROSIE TORRES,HUBER TRENADO,MIKE HASSID
"['MIKE HUTCHINSON', 'ROSIE TORRES', 'MIKE HASSID']",31,MIKE HUTCHINSON,ROSIE TORRES,MIKE HASSID
"['skipped', 'skipped', 'skipped']",32,skipped,skipped,skipped
"['ROSIE TORRES', 'ROSIE TORRES', 'ROSIE TORRES']",33,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES
"['HUBER TRENADO', 'MIKE HASSID', 'ROSIE TORRES']",34,HUBER TRENADO,MIKE HASSID,ROSIE TORRES
"['ROSIE TORRES', 'HUBER TRENADO', 'MIKE HASSID']",35,ROSIE TORRES,HUBER TRENADO,MIKE HASSID
"['MIKE HUTCHINSON', 'HUBER TRENADO', 'ROSIE TORRES']",36,MIKE HUTCHINSON,HUBER TRENADO,ROSIE TORRES
"['HUBER TRENADO', 'MIKE HASSID', 'skipped']",37,HUBER TRENADO,MIKE HASSID,skipped
"['MIKE HUTCHINSON', 'ROSIE TORRES', 'HUBER TRENADO']",38,MIKE HUTCHINSON,ROSIE TORRES,HUBER TRENADO
"['HUBER TRENADO', 'ROSIE TORRES', 'ROSIE TORRES']",39,HUBER TRENADO,ROSIE TORRES,ROSIE TORRES
"['HUBER TRENADO', 'MIKE HASSID', 'MIKE HUTCHINSON']",40,HUBER TRENADO,MIKE HASSID,MIKE HUTCHINSON
"['ROSIE TORRES', 'skipped', 'skipped']",41,ROSIE TORRES,skipped,skipped
"['MIKE HASSID', 'HUBER TRENADO', 'MIKE HUTCHINSON']",42,MIKE HASSID,HUBER TRENADO,MIKE HUTCHINSON
"['MIKE HASSID', 'HUBER TRENADO', 'MIKE HUTCHINSON']",43,MIKE HASSID,HUBER TRENADO,MIKE HUTCHINSON
"['MIKE HASSID', 'ROSIE TORRES', 'HUBER TRENADO']",44,MIKE HASSID,ROSIE TORRES,HUBER TRENADO
"['skipped', 'skipped', 'skipped']",45,skipped,skipped,skipped
