W-P,First Choice,Second Choice,Third Choice,Count
13-09,JEC,FOR,HAN,2.0
13-10,JEC,FOR,HAN,2.0
13-05,JEC,FOR,RACHEL GRUBBS,1.0
08-06,JEC,FOR,XXX,1.0
10-05,JEC,FOR,XXX,1.0
10-06,JEC,FOR,XXX,2.0
10-07,JEC,FOR,XXX,2.0
10-08,JEC,FOR,XXX,2.0
10-09,JEC,FOR,XXX,6.0
11-01,JEC,FOR,XXX,5.0
11-02,JEC,FOR,XXX,9.0
11-03,JEC,FOR,XXX,2.0
11-04,JEC,FOR,XXX,2.0
13-01,JEC,FOR,XXX,9.0
13-02,JEC,FOR,XXX,26.0
13-03,JEC,FOR,XXX,18.0
13-04,JEC,FOR,XXX,40.0
13-05,JEC,FOR,XXX,30.0
13-06,JEC,FOR,XXX,29.0
13-07,JEC,FOR,XXX,3.0
13-08,JEC,FOR,XXX,6.0
13-09,JEC,FOR,XXX,2.0
13-10,JEC,FOR,XXX,7.0
08-06,JEC,HAN,BOU,1.0
10-05,JEC,HAN,BOU,1.0
10-09,JEC,HAN,BOU,2.0
11-01,JEC,HAN,BOU,2.0
11-03,JEC,HAN,BOU,1.0
13-02,JEC,HAN,BOU,3.0
13-04,JEC,HAN,BOU,1.0
13-05,JEC,HAN,BOU,3.0
13-06,JEC,HAN,BOU,3.0
13-09,JEC,HAN,BOU,2.0
13-10,JEC,HAN,BOU,2.0
13-08,JEC,HAN,D. WRIGHT,1.0
08-06,JEC,HAN,FOR,2.0
08-07,JEC,HAN,FOR,2.0
10-04,JEC,HAN,FOR,2.0
10-06,JEC,HAN,FOR,1.0
10-07,JEC,HAN,FOR,1.0
10-08,JEC,HAN,FOR,1.0
11-02,JEC,HAN,FOR,1.0
11-04,JEC,HAN,FOR,1.0
13-03,JEC,HAN,FOR,3.0
13-05,JEC,HAN,FOR,1.0
13-05,JEC,HAN,FOR,2.0
13-07,JEC,HAN,FOR,2.0
13-08,JEC,HAN,FOR,3.0
13-09,JEC,HAN,FOR,2.0
13-10,JEC,HAN,FOR,3.0
10-07,JEC,HAN,XXX,1.0
10-08,JEC,HAN,XXX,1.0
11-01,JEC,HAN,XXX,2.0
11-04,JEC,HAN,XXX,1.0
13-02,JEC,HAN,XXX,2.0
13-04,JEC,HAN,XXX,4.0
13-05,JEC,HAN,XXX,1.0
13-06,JEC,HAN,XXX,1.0
13-08,JEC,HAN,XXX,1.0
13-10,JEC,HAN,XXX,1.0
13-09,JEC,N/A,XXX,1.0
10-07,JEC,ROGER COTTEW,XXX,1.0
13-02,JEC,STEVE YOUNG,MARK LINDBERG,1.0
08-06,JEC,XXX,XXX,6.0
08-07,JEC,XXX,XXX,3.0
10-04,JEC,XXX,XXX,5.0
10-05,JEC,XXX,XXX,1.0
10-06,JEC,XXX,XXX,3.0
10-07,JEC,XXX,XXX,5.0
10-08,JEC,XXX,XXX,10.0
10-09,JEC,XXX,XXX,3.0
11-01,JEC,XXX,XXX,14.0
11-02,JEC,XXX,XXX,14.0
11-03,JEC,XXX,XXX,5.0
11-04,JEC,XXX,XXX,10.0
13-01,JEC,XXX,XXX,13.0
13-02,JEC,XXX,XXX,35.0
13-03,JEC,XXX,XXX,38.0
13-04,JEC,XXX,XXX,63.0
13-05,JEC,XXX,XXX,41.0
13-06,JEC,XXX,XXX,33.0
13-07,JEC,XXX,XXX,14.0
13-08,JEC,XXX,XXX,19.0
13-09,JEC,XXX,XXX,15.0
13-10,JEC,XXX,XXX,18.0
13-03,JEFF EDMAN,XXX,XXX,1.0
13-10,JILL RUSH,XXX,XXX,1.0
13-01,JIM VAN HOUTEN,MARY ANN VAN HOUTEN,XXX,1.0
13-07,JOE GOUDREAULT,XXX,XXX,1.0
08-07,JOEY LOMBARD,XXX,XXX,1.0
13-07,JOHN ERWIN,MARY MERILL ANDERSON,TOM NORDYKE,1.0
13-04,JON AUSTIN,XXX,XXX,1.0
10-06,KIEL CROMRINE,XXX,XXX,1.0
13-06,KINNEY,XXX,XXX,1.0
13-10,LESLIE KNOPE,BOU,FOR,2.0
11-01,LIZARD PEOPLE,XXX,XXX,1.0
08-06,MARJORIE GORMAN,BETH DAVIES,XXX,1.0
13-09,MICHAEL PRETT,XXX,XXX,1.0
13-10,MIKE DARROW,XXX,XXX,1.0
11-03,NONE,XXX,XXX,1.0
13-05,NONE,XXX,XXX,1.0
13-04,OTTO CLARK,XXX,XXX,1.0
13-09,PAUL MUELLER,XXX,XXX,1.0
13-07,PHIL BARNHILL,XXX,XXX,1.0
13-01,PLUTO,XXX,XXX,1.0
13-06,RANDALL URLACHER,XXX,XXX,1.0
13-02,REBECCA A. FINE,XXX,XXX,1.0
11-04,SCOTT BENSON,XXX,XXX,1.0
13-02,TED WALDECK,BILL FLYNN,RYAN L. GREEN,1.0
13-04,TERESA GRAHAM,XXX,XXX,1.0
08-06,XXX,XXX,XXX,83.0
08-07,XXX,XXX,XXX,68.0
10-04,XXX,XXX,XXX,44.0
10-05,XXX,XXX,XXX,53.0
10-06,XXX,XXX,XXX,60.0
10-07,XXX,XXX,XXX,66.0
10-08,XXX,XXX,XXX,70.0
10-09,XXX,XXX,XXX,1.0
10-09,XXX,XXX,XXX,64.0
11-01,XXX,XXX,XXX,113.0
11-02,XXX,XXX,XXX,99.0
11-03,XXX,XXX,XXX,32.0
11-04,XXX,XXX,XXX,73.0
13-01,XXX,XXX,XXX,51.0
13-02,XXX,XXX,XXX,108.0
13-03,XXX,XXX,XXX,76.0
13-04,XXX,XXX,XXX,122.0
13-05,XXX,XXX,XXX,134.0
13-06,XXX,XXX,XXX,141.0
13-07,XXX,XXX,XXX,53.0
13-08,XXX,XXX,XXX,83.0
13-09,XXX,XXX,XXX,117.0
13-10,XXX,XXX,XXX,121.0
